corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,food sample analysis,isperformedat,SMC laboratory,1,1,0.85,https://timesofindia.indiatimes.com/city/surat/surat-sees-13-fold-spike-in-fake-substandard-food/articleshow/127917193.cms,Samples collected during raids are sent for testing at the SMC laboratory
News,Ghee,ghee analysis,isperformedat,Standard Testing Laboratory in Bhubaneswar,1,1,0.9,https://www.newindianexpress.com/states/odisha/2024/Oct/05/omfed-under-lens-for-substandard-ghee-supply,sent to the Standard Testing Laboratory in Bhubaneswar for analysis
News,Ghee,Tirupati laddu adulteration,identifies,animal fat,1,1,0.85,https://www.rediff.com/news/report/tirupati-laddu-row-food-safety-regulator-notice-to-ghee-supplier/20240923.htm,alleged use of animal fat in Tirupati laddus
News,Ghee,Ludhiana Food Sample Analysis,isperformedat,State Food Laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/ludhiana/food-samples-seized-in-ludhiana-ahead-of-festive-rush-/articleshow/124478576.cms,sent to the State Food Laboratory for detailed analysis
News,Ghee,Palm test,producesindicator,instant melting,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,pour frozen ghee on your palm and if it starts melting instantly
News,Ghee,Water test,producesindicator,sinking in water,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,"if it sinks, the ghee is infused with foreign material"
News,Ghee,Salt test,producesindicator,red color,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,If the ghee has turned red it means it is adulterated.
News,Ghee,butter,outputof,churning milk solids,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,churn the milk solids until they turn into light and fluffy butter
News,Ghee,homemade ghee,outputof,simmering butter,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fsda-declares-6-desi-ghee-brands-unsafe-how-to-check-ghee-purity-and-the-easiest-way-to-make-ghee-at-home/articleshow/130544411.cms,"Transfer the butter to a heavy-bottomed pan and simmer on low flame until the clear, golden liquid is visible."
News,Ghee,Food Quality Analysis,isperformedat,state food lab in Hyderabad,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/food-safety-officials-inspect-temples-to-check-quality-of-food-prasadam-1826309,sent to the state food lab in Hyderabad for testing
News,Ghee,SensoryTest,producesindicator,unusually greasy or waxy texture,1,1,0.85,https://indianexpress.com/article/lifestyle/food-wine/tirupati-laddoo-controversy-eating-adulterated-ghee-affect-health-9589633/,Adulterated ghee may have an unusually greasy or waxy texture.
News,Ghee,SensoryTest,producesindicator,Strong or artificial smell,1,1,0.85,https://indianexpress.com/article/lifestyle/food-wine/tirupati-laddoo-controversy-eating-adulterated-ghee-affect-health-9589633/,"Strong or artificial smell: Genuine ghee has a distinct, pleasant aroma."
News,Ghee,total polar compound measuring equipment,producesindicator,needle goes above 25 reading,1,1,0.9,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,If its needle goes above 25 reading
News,Ghee,ghee sample testing,isperformedat,CFTRI,1,1,0.9,https://starofmysore.com/adulterated-nandini-ghee-unit-at-hosahundi-racketeers-had-blessings-of-mymul-staff-officers/,sent the ghee samples for testing at CFTRI
News,Ghee,ghee analysis,isperformedon,ghee sample,1,1,0.9,https://www.freepressjournal.in/indore/indore-fake-ghee-case-accused-tries-to-fool-police-about-location-tracked-arrested-from-own-house,Six samples were taken and sent for testing
News,Ghee,ghee analysis,isperformedat,Bhopal laboratory,1,1,0.95,https://www.freepressjournal.in/indore/indore-fake-ghee-case-accused-tries-to-fool-police-about-location-tracked-arrested-from-own-house,Bhopal laboratory declared three of these samples substandard
News,Ghee,adulteration testing,isperformedat,NDDB labs,1,1,0.9,https://www.hindustantimes.com/india-news/ttd-files-police-complaint-against-firm-for-suppling-adulterated-ghee-101727265799710.html,sent them to NDDB labs for adulteration testing
News,Ghee,vegetable fat,detectedby,adulteration testing,1,1,0.9,https://www.hindustantimes.com/india-news/ttd-files-police-complaint-against-firm-for-suppling-adulterated-ghee-101727265799710.html,reports indicated that the ghee samples had tested positive for presence of vegetable and animal fat
News,Ghee,animal fat,detectedby,adulteration testing,1,1,0.9,https://www.hindustantimes.com/india-news/ttd-files-police-complaint-against-firm-for-suppling-adulterated-ghee-101727265799710.html,reports indicated that the ghee samples had tested positive for presence of vegetable and animal fat
News,Ghee,laboratory analysis,isperformedon,food samples from 135 shops,1,1,0.9,https://timesofindia.indiatimes.com/city/kolhapur/fda-seizes-adulterated-ghee-oil-stocks-worth-rs-5-5-lakh-in-pre-diwali-crackdown/articleshow/124643811.cms,food samples from 135 shops are undergoing laboratory analysis
News,Ghee,laboratory analysis,isperformedon,food samples,1,1,0.9,https://timesofindia.indiatimes.com/city/kolhapur/fda-seizes-adulterated-ghee-oil-stocks-worth-rs-5-5-lakh-in-pre-diwali-crackdown/articleshow/124643811.cms,food samples from 135 shops are undergoing laboratory analysis
News,Ghee,ghee quality test,isperformedat,TTD in-house laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/amaravati/bhumana-terms-cms-claims-over-adulterated-ghee-with-animal-fats-as-baseless-demands-cbi-probe/articleshow/113576589.cms,TTD trust has an in-house laboratory where all necessary tests are carried out to check the quality of ghee
News,Ghee,iodine test,producesindicator,blue color change,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/pure-desi-ghee-benefits-nutrition-and-how-to-detect-adulteration-at-home/articleshow/125913436.cms,"If it turns blue, it is adulterated."
News,Ghee,analysis of ghee samples,isperformedat,CFTRI,1,1,0.9,https://indianexpress.com/article/cities/hyderabad/tirumala-laddu-ghee-adulteration-dinesh-kumar-committee-report-ttd-lapses-10667467/,"CFTRI laboratory report dated August 3, 2022, detected β-Sitosterol"
News,Ghee,ghee,inputto,laddu prasadam preparation,1,1,0.9,https://indianexpress.com/article/cities/hyderabad/tirumala-laddu-ghee-adulteration-dinesh-kumar-committee-report-ttd-lapses-10667467/,used for preparing the laddu prasadam
News,Ghee,Analysis of mawa and cottage cheese,isperformedat,State Food Testing Laboratory in Bhopal,1,1,0.9,https://www.freepressjournal.in/bhopal/bhopal-38-quintals-of-substandard-mawa-cheese-worth-9l-seized,sent to State Food Testing Laboratory in Bhopal
News,Ghee,Raman spectroscopy,producesindicator,molecular fingerprint,1,1,0.9,https://www.thehindu.com/sci-tech/science/carrot-extract-can-make-fake-ghee-dodge-quality-test-study/article71044902.ece,It acts as a molecular fingerprint to verify the exact chemical composition
News,Ghee,carotenoids,detectedby,Raman spectroscopy,1,1,0.9,https://www.thehindu.com/sci-tech/science/carrot-extract-can-make-fake-ghee-dodge-quality-test-study/article71044902.ece,Raman spectroscopy clearly detected the added carotenoids
News,Ghee,ATR-FTIR spectroscopy,producesindicator,lipid composition signatures,1,1,0.9,https://www.thehindu.com/sci-tech/science/carrot-extract-can-make-fake-ghee-dodge-quality-test-study/article71044902.ece,FTIR spectra remained dominated by the signatures of lard and palm oil
News,Ghee,Raman spectroscopy,producesindicator,beta-carotene peaks,1,1,0.9,https://www.thehindu.com/sci-tech/science/carrot-extract-can-make-fake-ghee-dodge-quality-test-study/article71044902.ece,Raman spectroscopy was indispensable in detecting the beta-carotene peaks
News,Ghee,iodine solution test,producesindicator,blue color,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"If the mixture turns blue, starch is present"
News,Ghee,iodine solution test,producesindicator,blue color change,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"If the mixture turns blue, starch is present"
News,Ghee,sugar heating test,producesindicator,white or grey residue,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,adulterated ghee will release a white or grey residue
News,Ghee,wet tissue stain test,producesindicator,tissue stain,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"If the tissue gets stained, it contains an artificial dye"
News,Ghee,urea,detectedby,bromothymol blue test,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Urea can be detected by adding a few drops of bromothymol blue (BTB) reagent.
News,Ghee,artificial colour,detectedby,warm water soak test,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Soak them in warm water for 10 minutes. If you see colour leaching out
News,Ghee,burnt smell,identifies,water,1,1,0.75,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,The burnt smell could be because of the presence of water
News,Ghee,Palm test,producesindicator,melting instantly indicates pure ghee,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,pour frozen ghee on your palm and if it starts melting instantly then the ghee is pure
News,Ghee,Palm test,producesindicator,not melting instantly indicates adulterated ghee,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,"if it starts melting instantly then the ghee is pure. Else, it is not"
News,Ghee,Water test,producesindicator,floating indicates unadulterated ghee,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,if the ghee floats it is unadulterated
News,Ghee,Water test,producesindicator,sinking indicates ghee infused with foreign material,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,if it sinks then the ghee is infused with foreign material
News,Ghee,Salt test,producesindicator,turning red indicates adulterated ghee,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,If the ghee has turned red it means it is adulterated
News,Ghee,Iodine test,producesindicator,turning purple indicates presence of starch,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,if it turns purple then the ghee has a presence of starch in it
News,Ghee,foreign material,detectedby,Water test,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/3100-kg-adulterated-ghee-seized-in-ahmedabad-7-ways-to-identify-fake-ghee-at-home/articleshow/119640035.cms,if it sinks then the ghee is infused with foreign material
News,Ghee,ghee adulteration finding,identifies,vegetable fats,1,1,0.9,https://www.hindustantimes.com/india-news/uttarakhand-firm-behind-adulterated-gheesit-101739301270922.html,test reports showed ghee adulteration with vegetable and animal fats
News,Ghee,NDDB-CALF Lab analysis,isperformedat,NDDB-CALF Lab,1,1,0.9,https://www.hindustantimes.com/india-news/uttarakhand-firm-behind-adulterated-gheesit-101739301270922.html,"lab test for adulteration of ghee done with NDDB-CALF Lab, at Anand in Gujarat"
News,Ghee,Analysis of ghee sample,isperformedat,KMF lab,1,1,0.9,https://www.thehindu.com/news/national/karnataka/kmf-officials-caught-driver-supplying-adulterated-ghee-tins/article67337827.ece,tins along with the vehicle brought to the KMF lab and the test proved
News,Ghee,animal fat,detectedby,lab tests,1,1,0.9,https://newstodaynet.com/2024/10/02/tirupati-laddu-ghee-row-md-of-tn-dairy-firm-moves-andhra-hc-seeking-anticipatory-bail/,lab tests have revealed the alleged presence of animal fat
News,Ghee,lard,detectedby,lab tests,1,1,0.9,https://newstodaynet.com/2024/10/02/tirupati-laddu-ghee-row-md-of-tn-dairy-firm-moves-andhra-hc-seeking-anticipatory-bail/,lab tests have revealed the alleged presence of animal fat and lard
News,Ghee,NDDB CALF report,identifies,palm oil,1,1,0.95,https://www.thehindubusinessline.com/news/national/health-ministry-issues-show-cause-notice-to-ghee-supplier-after-tirupati-laddu-row/article68674234.ece,"found that ghee samples used in these laddus contained foreign fats and non-dairy products, including palm oil"
News,Ghee,Tirupati laddu adulteration allegation,identifies,beef tallow,1,1,0.9,https://www.livemint.com/news/india/tirupati-laddu-news-ghee-supplier-refutes-nonsensical-allegations-says-fish-oil-more-expensive-than-11726981933170.html,"Tirupati laddus contain beef tallow, fish oil"
