food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
cooking oils,animal fat,threatens public health,1,1,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Paneer,non milk fats,food poisoning,1,1,oil-9f16df2b7898747a,same-article contextual hypothesis; causal edge is not explicit
Paneer,non milk fats,allergic reaction,1,1,oil-9f16df2b7898747a,same-article contextual hypothesis; causal edge is not explicit
Paneer,non food grade substances,food poisoning,1,1,oil-9f16df2b7898747a,same-article contextual hypothesis; causal edge is not explicit
Paneer,non food grade substances,allergic reaction,1,1,oil-9f16df2b7898747a,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,acrylamide,cancer/carcinogenicity,1,1,oil-a32b2f6deb2e704c,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,acrylamide,fatty liver,1,1,oil-a32b2f6deb2e704c,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,acrylamide,food poisoning,1,1,oil-a32b2f6deb2e704c,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,acrolein,fatty liver,1,1,oil-a32b2f6deb2e704c,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,acrolein,food poisoning,1,1,oil-a32b2f6deb2e704c,same-article contextual hypothesis; causal edge is not explicit
cheeseburger,mouse droppings,death,1,1,oil-a84ecb87feb1a1b3,same-article contextual hypothesis; causal edge is not explicit
everest masala,ethylene oxide,heart health risks,1,1,oil-b3f4745b17c73ffb,same-article contextual hypothesis; causal edge is not explicit
mdh,ethylene oxide,heart health risks,1,1,oil-b3f4745b17c73ffb,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone mexicana,widespread capillary dilatation,1,1,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone mexicana,acuteeffect,1,1,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
Milk,powdered milk,food poisoning,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,powdered milk,gastrointestinal illness,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
turmeric,artificial coloring,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
turmeric,artificial coloring,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
chilli powder,artificial coloring,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
chilli powder,artificial coloring,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
ground spices,sand,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
ground spices,sand,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
ground spices,starch,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
ground spices,starch,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
ground spices,lead,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
citrus fruits,artificial wax,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
citrus fruits,artificial wax,long lasting adverse effects on health,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
citrus fruits,pesticide residue,serious health risks,1,1,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,milk powder,increased cholesterol level,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,milk powder,fflo chroniceffect,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,palm oil family,fflo chroniceffect,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,vegetable oil/fat,increased cholesterol level,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,vegetable oil/fat,fflo chroniceffect,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,food colour,increased cholesterol level,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,food colour,fflo chroniceffect,1,1,oil-efa17f7ff744c18c,same-article contextual hypothesis; causal edge is not explicit
namkeen,substandard gram flour,harmful to human beings,1,1,oil-fb165c7fab322cd4,same-article contextual hypothesis; causal edge is not explicit
namkeen,used edible oil,harmful to human beings,1,1,oil-fb165c7fab322cd4,same-article contextual hypothesis; causal edge is not explicit
oil,vitamin d,hypercalcemia,1,1,oil-fd16f7be050ea2b9,same-article contextual hypothesis; causal edge is not explicit
oil,vitamin d,acute kidney distress,1,1,oil-fd16f7be050ea2b9,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,allergic reaction,3,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd; milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,allergic reaction,3,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd; milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,diarrhoea,3,0,2bc11203-0268-4c4a-9fe6-c168449ca3cf; milk-8a55933f0d5da63a; milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,diarrhoea,3,0,2bc11203-0268-4c4a-9fe6-c168449ca3cf; milk-8a55933f0d5da63a; milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,vomiting,3,0,2bc11203-0268-4c4a-9fe6-c168449ca3cf; milk-3860e6654d518030; milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,food poisoning,3,0,7984f772-8c6a-46cb-af36-a7df6ed37ecc; milk-d76c56c09e58067b; milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,detergent,allergic reaction,3,0,7984f772-8c6a-46cb-af36-a7df6ed37ecc; 8d207b3c-d7d6-4776-a05d-ec3f854e4f5e; milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,detergent,gastrointestinal illness,3,0,7984f772-8c6a-46cb-af36-a7df6ed37ecc; 8d207b3c-d7d6-4776-a05d-ec3f854e4f5e; milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Milk,water,nausea,3,0,7984f772-8c6a-46cb-af36-a7df6ed37ecc; milk-d76c56c09e58067b; milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Milk,water,cancer/carcinogenicity,3,0,milk-74d1d6aaa4ade7cf; milk-a1ae27d81f0013a5; milk-d5b2611e75b60517,same-article contextual hypothesis; causal edge is not explicit
vegetables,pesticide residue,cancer/carcinogenicity,3,0,milk-770d36ac4ddb5014; milk-e0280fded4cae9e7; oil-cce06e610c149816,same-article contextual hypothesis; causal edge is not explicit
fruits,pesticide residue,cancer/carcinogenicity,3,0,milk-770d36ac4ddb5014; milk-e0280fded4cae9e7; oil-cce06e610c149816,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,fungus,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,fungus,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,fungus,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,fungus,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,fungus,cancer/carcinogenicity,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterants,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterants,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterants,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterants,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterants,cancer/carcinogenicity,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,saccharine,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,saccharine,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,saccharine,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,saccharine,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,saccharine,cancer/carcinogenicity,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable oil/fat,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable oil/fat,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable oil/fat,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable oil/fat,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable oil/fat,cancer/carcinogenicity,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable proteins,organ damage,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable proteins,gastrointestinal illness,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable proteins,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable proteins,cardiovascular disease,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,vegetable proteins,cancer/carcinogenicity,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; milk-3f1ab04360b80cfd,same-article contextual hypothesis; causal edge is not explicit
Paneer,analogue paneer,allergic reaction,2,0,1fc04845-1f82-4efa-80fc-80e8feefa6ed; oil-9f16df2b7898747a,same-article contextual hypothesis; causal edge is not explicit
Milk,ethylene glycol,cancer/carcinogenicity,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Milk,ethylene glycol,chroniceffect,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Milk,ethylene glycol,allergic reaction,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Milk,ethylene glycol,organ damage,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Milk,ethylene glycol,kidney harm,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Paneer,industrial grade acetic acid,renal failure,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
Paneer,industrial grade acetic acid,multi-organ failure,2,0,276e27ef-82bd-4911-a4df-9d2448b232fb; milk-ae0fa0b757ba21df,same-article contextual hypothesis; causal edge is not explicit
