food,observed_effect,candidate_adulterant,articles_with_food_effect_context,articles_also_naming_candidate,observed_article_share_pct,laplace_smoothed_presence_pct,mean_candidate_confidence,interpretation
sweets,gastrointestinal discomfort,detergent,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,irritate the digestive tract,detergent,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,fflo acuteeffect,detergent,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,multi-organ failure,detergent,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,metabolic disturbances,detergent,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,gastrointestinal discomfort,formalin/formaldehyde,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,gastrointestinal discomfort,rhodamine B,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,gastrointestinal discomfort,ammonia,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,gastrointestinal discomfort,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,irritate the digestive tract,formalin/formaldehyde,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,irritate the digestive tract,rhodamine B,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,irritate the digestive tract,ammonia,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,irritate the digestive tract,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,multi-organ failure,formalin/formaldehyde,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,multi-organ failure,rhodamine B,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,multi-organ failure,ammonia,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,multi-organ failure,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,liver damage,formalin/formaldehyde,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,liver damage,rhodamine B,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,liver damage,ammonia,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,liver damage,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,metabolic disturbances,formalin/formaldehyde,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,metabolic disturbances,rhodamine B,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,metabolic disturbances,ammonia,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,metabolic disturbances,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,gastrointestinal discomfort,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,irritate the digestive tract,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,fflo acuteeffect,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,kidney damage,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,multi-organ failure,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,liver damage,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,metabolic disturbances,sudan red,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,gastrointestinal discomfort,lead chromate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,irritate the digestive tract,lead chromate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,fflo acuteeffect,lead chromate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,multi-organ failure,lead chromate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,metabolic disturbances,lead chromate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,hazardous for human consumption,sucrose,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,hazardous for human consumption,starch,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,health risks,sucrose,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,health risks,starch,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
bottled water,human health threats,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
bottled water,cardiovascular disease,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits and vegetables,obesity,pesticide residue,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits and vegetables,long term health complications,pesticide residue,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
large fish species,obesity,mercury,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
large fish species,long term health complications,mercury,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
grains,obesity,aflatoxins,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
grains,long term health complications,aflatoxins,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,stomach pain,ala,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,stomach pain,urea,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,stomach pain,tinopal,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,stomach pain,detergent,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,indigestion,ala,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,indigestion,urea,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,indigestion,tinopal,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,indigestion,detergent,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,heart problems,ala,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,heart problems,urea,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,heart problems,tinopal,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,heart problems,detergent,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,digestive system damage,ala,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,digestive system damage,urea,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,digestive system damage,tinopal,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,digestive system damage,detergent,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,indigestion,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,heart problems,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,digestive system damage,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,immune disorders,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,immune disorders,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,intestinal perforations,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,intestinal perforations,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,digestive blockages,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,digestive blockages,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,health risks to humans,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,health risks to humans,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,oxidative stress,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,oxidative stress,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,neurological effects,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,neurological effects,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,immune disorders,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,immune disorders,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,intestinal perforations,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,intestinal perforations,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,digestive blockages,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,digestive blockages,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,health risks to humans,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,health risks to humans,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,respiratory problems,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,respiratory problems,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,oxidative stress,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,oxidative stress,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,neurological effects,plastic waste,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,neurological effects,plastic,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
seafood,immune disorders,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,intestinal perforations,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,cancer/carcinogenicity,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,digestive blockages,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,health risks to humans,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,respiratory problems,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,oxidative stress,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
seafood,neurological effects,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,immune disorders,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,intestinal perforations,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,digestive blockages,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,health risks to humans,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,respiratory problems,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
poultry,oxidative stress,microplastics,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
